RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         8006     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   59   62     1  3124  con    0   1.0D+00   3.9D-01  3.137D+00  3.748D+08
   60   63     1  3124  con    0   1.0D+00   2.4D-01  3.137D+00  3.748D+08
   61   64     1  3124  bnd    0   1.0D+00   3.8D-01  3.144D+00  3.748D+08
   62   65     1  3124  bnd    0   1.0D+00   4.5D-01  3.144D+00  3.748D+08
   63   66     1  3124  bnd    0   1.0D+00   3.8D-01  3.144D+00  3.748D+08
   64   67     1  3124  con    0   1.0D+00   4.8D-01  3.124D+00  3.748D+08
   65   68     1  3124  con    0   1.0D+00   4.7D-01  3.130D+00  3.748D+08
   66   69     1  3124  con    0   1.0D+00   2.2D-01  3.127D+00  3.748D+08
   67   70     1  3124  con    0   1.0D+00   2.6D-01  3.127D+00  3.748D+08
   68   71     1  3124  bnd    0   1.0D+00   3.5D-01  3.144D+00  3.748D+08
   69   72     1  3124  bnd    0   1.0D+00   5.3D-01  3.144D+00  3.748D+08
   70   73     1  3124  con    0   1.0D+00   3.1D-01  3.136D+00  3.748D+08
   71   74     1  3124  con    0   1.0D+00   2.5D-01  3.136D+00  3.748D+08
   72   75     1  3124  con    0   1.0D+00   2.0D-01  3.135D+00  3.748D+08
   73   76     1  3124  con    0   1.0D+00   2.7D-01  3.122D+00  3.748D+08
   74   77     1  3124  con    0   1.0D+00   3.5D-01  3.117D+00  3.748D+08
   75   78     1  3124  con    0   1.0D+00   1.3D-01  3.118D+00  3.748D+08
   76   79     1  3124  con    0   1.0D+00   1.3D-01  3.118D+00  3.748D+08
   77   80     1  3124  con    0   1.0D+00   2.1D-01  3.117D+00  3.748D+08
   78   81     1  3124  con    0   1.0D+00   3.2D-01  3.116D+00  3.748D+08
   79   82     1  3124  con    0   1.0D+00   3.0D-01  3.127D+00  3.748D+08
   80   83     1  3124  con    0   1.0D+00   4.5D-01  3.128D+00  3.748D+08
   81   84     1  3124  con    0   1.0D+00   2.7D-01  3.135D+00  3.748D+08
   82   85     1  3124  con    0   1.0D+00   1.8D-01  3.135D+00  3.748D+08
   83   86     1  3124  con    0   1.0D+00   4.7D-01  3.135D+00  3.748D+08
   84   87     1  3124  con    0   1.0D+00   4.4D-01  3.117D+00  3.748D+08
   85   88     1  3124  con    0   1.0D+00   9.4D-02  3.116D+00  3.748D+08
   86   89     1  3124  con    0   1.0D+00   2.7D-01  3.122D+00  3.748D+08
   87   90     1  3124  con    0   1.0D+00   2.4D-01  3.122D+00  3.748D+08
   88   91     1  3124  con    0   1.0D+00   3.3D-01  3.123D+00  3.748D+08
   89   92     1  3124  con    0   1.0D+00   3.8D-01  3.122D+00  3.748D+08
   90   93     1  3124  con    0   1.0D+00   6.9D-02  3.117D+00  3.748D+08
   91   94     1  3124  con    0   1.0D+00   6.4D-02  3.115D+00  3.748D+08
   92   95     1  3124  con    0   1.0D+00   1.7D-01  3.098D+00  3.748D+08
   93   96     1  3124  con    0   1.0D+00   2.7D-01  3.109D+00  3.748D+08
   94   98     1  3124  bnd    1   4.3D-01   2.4D-01  3.127D+00  3.748D+08
   95   99     1  3124  con    0   1.0D+00   2.2D-01  3.127D+00  3.748D+08
   96  100     1  3124  bnd    0   1.0D+00   1.5D-01  3.144D+00  3.748D+08
   97  101     1  3124  bnd    0   1.0D+00   2.7D-01  3.144D+00  3.748D+08
   98  102     1  3124  con    0   1.0D+00   3.4D-01  3.119D+00  3.748D+08
   99  103     1  3124  con    0   1.0D+00   1.5D-01  3.117D+00  3.748D+08
  100  104     1  3124  con    0   1.0D+00   2.2D-01  3.117D+00  3.748D+08
  101  105     1  3124  con    0   1.0D+00   1.5D-01  3.117D+00  3.748D+08
  102  106     1  3124  con    0   1.0D+00   2.5D-01  3.116D+00  3.748D+08
  103  107     1  3124  con    0   1.0D+00   2.1D-01  3.099D+00  3.748D+08
  104  108     1  3124  con    0   1.0D+00   4.7D-02  3.098D+00  3.748D+08
  105  109     1  3124  con    0   1.0D+00   3.7D-02  3.097D+00  3.748D+08
  106  110     1  3124  con    0   1.0D+00   9.2D-02  3.095D+00  3.748D+08
  107  111     1  3124  con    0   1.0D+00   1.5D-01  3.072D+00  3.748D+08
  108  112     1  3124  con    0   1.0D+00   1.5D-01  3.109D+00  3.748D+08
  109  113     1  3124  con    0   1.0D+00   4.1D-02  3.109D+00  3.748D+08
  110  114     1  3124  con    0   1.0D+00   8.0D-02  3.109D+00  3.748D+08
  111  115     1  3124  con    0   1.0D+00   8.2D-02  3.109D+00  3.748D+08
  112  116     1  3124  con    0   1.0D+00   6.0D-02  3.115D+00  3.748D+08
  113  117     1  3124  con    0   1.0D+00   1.2D-01  3.115D+00  3.748D+08
  114  118     1  3124  con    0   1.0D+00   6.3D-02  3.115D+00  3.748D+08
  115  119     1  3124  con    0   1.0D+00   7.0D-02  3.115D+00  3.748D+08
  116  120     1  3124  con    0   1.0D+00   1.7D-01  3.114D+00  3.748D+08
  117  121     1  3124  con    0   1.0D+00   8.9D-02  3.097D+00  3.748D+08
  118  122     1  3124  con    0   1.0D+00   2.4D-02  3.097D+00  3.748D+08
  119  123     1  3124  con    0   1.0D+00   9.4D-02  3.095D+00  3.748D+08
  120  124     1  3124  con    0   1.0D+00   1.2D-01  3.071D+00  3.748D+08
  121  125     1  3124  con    0   1.0D+00   1.1D-02  3.072D+00  3.748D+08
  122  126     1  3124  con    0   1.0D+00   3.7D-02  3.086D+00  3.748D+08
  123  127     1  3124  con    0   1.0D+00   6.3D-02  3.087D+00  3.748D+08
  124  128     1  3124  con    0   1.0D+00   9.0D-02  3.091D+00  3.748D+08
  125  130     1  3124  con    1   2.8D-01   5.0D-02  3.109D+00  3.748D+08
  126  131     1  3124  con    0   1.0D+00   9.6D-02  3.114D+00  3.748D+08
  127  132     1  3124  con    0   1.0D+00   6.0D-02  3.115D+00  3.748D+08
  128  133     1  3124  con    0   1.0D+00   1.1D-01  3.115D+00  3.748D+08
  129  134     1  3124  con    0   1.0D+00   4.7D-02  3.095D+00  3.748D+08
  130  135     1  3124  con    0   1.0D+00   1.5D-02  3.096D+00  3.748D+08
  131  136     1  3124  con    0   1.0D+00   7.4D-02  3.096D+00  3.748D+08
  132  137     1  3124  con    0   1.0D+00   8.7D-02  3.096D+00  3.748D+08
  133  138     1  3124  con    0   1.0D+00   2.9D-02  3.095D+00  3.748D+08
  134  139     1  3124  con    0   1.0D+00   7.6D-02  3.087D+00  3.748D+08
  135  140     1  3124  con    0   1.0D+00   5.6D-02  3.086D+00  3.748D+08
  136  141     1  3124  con    0   1.0D+00   1.0D-01  3.080D+00  3.748D+08
  137  142     1  3124  con    0   1.0D+00   7.7D-02  3.091D+00  3.748D+08
  138  143     1  3124  con    0   1.0D+00   2.1D-02  3.090D+00  3.748D+08
  139  144     1  3124  con    0   1.0D+00   4.1D-02  3.039D+00  3.748D+08
  140  145     1  3124  con    0   1.0D+00   5.3D-02  3.092D+00  3.748D+08
  141  146     1  3124  con    0   1.0D+00   7.6D-02  3.094D+00  3.748D+08
  142  147     1  3124  con    0   1.0D+00   3.3D-02  3.094D+00  3.748D+08
  143  148     1  3124  con    0   1.0D+00   3.4D-02  3.094D+00  3.748D+08
  144  149     1  3124  con    0   1.0D+00   3.9D-02  3.087D+00  3.748D+08
  145  151     1  3124  con    1   5.2D-01   4.4D-02  3.087D+00  3.748D+08
  146  152     1  3124  con    0   1.0D+00   3.7D-02  3.086D+00  3.748D+08
  147  153     1  3124  con    0   1.0D+00   2.8D-02  3.086D+00  3.748D+08
  148  154     1  3124  con    0   1.0D+00   2.5D-02  3.045D+00  3.748D+08

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 1.509E+00 seconds.

